Column Num,Animal Id,Capture Date,Session,Survey,Study Area,Time Start,Time End,Surveyors,General Location,Map Standard,Latitude,Longitude,Zone,Easting,Northing,Spp,Obs #,Sex,Age Class,Age,Age is Estimate,Reproductive Condition,Young,Age of Young,Capture Session Label,Capture Mechanism,Capture Comments,Marking Method,Marking_Type,Marking_Manufacturer,Marking_Serial_Number,Current Mark Number,Current Mark Color,Current Mark Ear,Previous Mark Number,Previous Mark Color,Previous Mark Ear,Current Radio Frequency,Previous Radio Frequency,Mother's Id,Mother's Current Radio Frequency,Young's Id,General Marking Comments,Handling Label,Total Length,Total Length Comment,Shoulder Height,Shoulder Height Comment,Chest Girth,Chest Girth Comment,Neck Girth,Neck Girth Comment,Hind Foot Length,Hind Foot Length Comment,Hind Hoof Length,Hind Hoof Length Comment,Hind Hoof Width,Hind Hoof Width Comment,Weight,Weight Comment,Tail Length,Tail Length Comment,Front Pad Length,Front Pad Length Comment,Front Pad Width,Front Pad Width Comment,Hind Pad Length,Hind Pad Length Comment,Hind Pad Width,Hind Pad Width Comment,Right Horn Length,Right Horn Length Comment,Left Horn Length,Left Horn Length Comment,Skull Length,Skull Length Comment,Zygo Length,Zygo Length Comment,Canine Length,Canine Length Comment,Tooth Wear,Tooth Wear Comments,Vulva Condition,Vulva Condition Comments,Evidence of Nursing,Evidence of Nursing Comments,Pelage Color,Pelage Color Comments,Pelage Condition,Pelage Condition Comments,Scarring,Scarring Comments,Other Comments,Tooth Sample,Tooth Sample - Comments,Blood  Sample,Blood Sample - Comments,Fecal Sample,Fecal Sample - Comments,Parasites Sample,Parasites Sample - Comments,Hair Sample,Hair Sample - Comments,Skin Sample,Skin Sample - Comments,Other Collected Sample,Other Collected Sample - Comments,General Comments
1055,C382K,2018-05-24,NA,2018 Animal Capture - Radio Collaring,Klinse-Za,930,945,"Matt Erickson, Landon Birch, Ryan Desjarlais, Steven Desjarlais",Mt. Rochfort (Maternal Pen),NAD83,NA,NA,10,514247,6201369,M-RATA,6,M,< 1yr,2 days,Actual,NO,NA,NA,KLI18MAY,HD,"Chase time ~3 sec, handling time ~ 5 min.",CE,VHF,ATS,ATS-99490-06-VHF,31,Pink,Left,NA,NA,NA,149.38,,C319K,148.805,,No,KLI18MAY,Unk,No,Unk,No,Unk,No,Unk,No,Unk,No,Unk,No,Unk,No,Unk,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,No,Typical,No,Good,No,No,No,"Group size = 12 marked penned caribou females, 2 calves from last year (1 female and 1 male), and the newly marked calves of this year. Marked animals = 12 marked females + 1 marked last year calf and 1 unmarked last year calf, and the new calves.",No,No comment,No,No comment,No,No comment,No,No comment,Yes,No comment,Yes,No comment,No,No comment,"Group size = 12 marked penned caribou females, 2 calves from last year (1 female and 1 male), and the newly marked calves of this year. Marked animals = 12 marked females + 1 marked last year calf and 1 unmarked last year calf, and the new calves."
1056,C384K,2018-05-24,NA,2018 Animal Capture - Radio Collaring,Klinse-Za,1000,1015,"Matt Erickson, Ryan Desjarlais, Steven Desjarlais, Landon Birch",Mt. Rochfort (Maternal Pen),NAD83,NA,NA,10,514247,6201369,M-RATA,7,F,< 1yr,2 days,Actual,NO,NA,NA,KLI18MAY,HD,"Chase time ~7 sec, handling time ~5 min.",CE,VHF,ATS,ATS-99490-07-VHF,32,Pink,Left,NA,NA,NA,149.45,,C313K,149.795,,No,KLI18MAY,Unk,No,Unk,No,Unk,No,Unk,No,Unk,No,Unk,No,Unk,No,Unk,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,No,Typical,No,Good,No,No,No,"Group size = 12 marked penned caribou females, 2 calves from last year (1 female and 1 male), and the newly marked calves of this year. Marked animals = 12 marked females + 1 marked last year calf and 1 unmarked last year calf, and the new calves.",No,No comment,No,No comment,No,No comment,No,No comment,Yes,No comment,Yes,No comment,No,No comment,"Group size = 12 marked penned caribou females, 2 calves from last year (1 female and 1 male), and the newly marked calves of this year. Marked animals = 12 marked females + 1 marked last year calf and 1 unmarked last year calf, and the new calves."
1057,C383S,2018-05-24,NA,2018 Animal Capture - Radio Collaring,Klinse-Za,1030,1157,"Matt Erickson, Ryan Desjarlais, Steven Desjarlais, Landon Birch",Mt. Rochfort (Maternal Pen),NAD83,NA,NA,10,514247,6201369,M-RATA,8,M,< 1yr,2 days,Actual,NO,NA,NA,KLI18MAY,HD,"Chase time ~12 sec, handling time ~5 min.",CE,VHF,ATS,ATS-99490-08-VHF,33,Pink,Left,NA,NA,NA,149.51,,C315S,148.21,,No,KLI18MAY,Unk,No,Unk,No,Unk,No,Unk,No,Unk,No,Unk,No,Unk,No,Unk,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,No,Typical,No,Good,No,No,No,"Group size = 12 marked penned caribou females, 2 calves from last year (1 female and 1 male), and the newly marked calves of this year. Marked animals = 12 marked females + 1 marked last year calf and 1 unmarked last year calf, and the new calves.",No,No comment,No,No comment,No,No comment,No,No comment,Yes,No comment,Yes,No comment,No,No comment,"Group size = 12 marked penned caribou females, 2 calves from last year (1 female and 1 male), and the newly marked calves of this year. Marked animals = 12 marked females + 1 marked last year calf and 1 unmarked last year calf, and the new calves."
1058,C385K,2018-05-26,NA,2018 Animal Capture - Radio Collaring,Klinse-Za,915,945,"Ryan Desjarlais, Steven Desjarlais, Landon Birch",Mt. Rochfort (Maternal Pen),NAD83,NA,NA,10,514247,6201369,M-RATA,9,F,< 1yr,2 days,Actual,NO,NA,NA,KLI18MAY,HD,"Chase time ~7 sec, handling time ~5 min.",CE,VHF,ATS,ATS-99490-09-VHF,34,Pink,Right,NA,NA,NA,149.81,,C336K,149.75,,No,KLI18MAY,Unk,No,Unk,No,Unk,No,Unk,No,Unk,No,Unk,No,Unk,No,Unk,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,No,Typical,No,Good,No,No,No,"Group size = 12 marked penned caribou females, 2 calves from last year (1 female and 1 male), and the newly marked calves of this year. Marked animals = 12 marked females + 1 marked last year calf and 1 unmarked last year calf, and the new calves.",No,No comment,No,No comment,No,No comment,No,No comment,Yes,No comment,Yes,No comment,No,No comment,"Group size = 12 marked penned caribou females, 2 calves from last year (1 female and 1 male), and the newly marked calves of this year. Marked animals = 12 marked females + 1 marked last year calf and 1 unmarked last year calf, and the new calves."
1059,C386K,2018-05-28,NA,2018 Animal Capture - Radio Collaring,Klinse-Za,915,945,"Ryan Desjarlais, Steven Desjarlais, Julian Napoleon, Landon Birch",Mt. Rochfort (Maternal Pen),NAD83,NA,NA,10,514247,6201369,M-RATA,10,M,< 1yr,2 days,Actual,NO,NA,NA,KLI18MAY,HD,"Chase time ~3 sec, handling time ~5 min.",CE,VHF,ATS,ATS-99490-10-VHF,35,Pink,Left,NA,NA,NA,149.83,,C337S,149.024,,No,KLI18MAY,Unk,No,Unk,No,Unk,No,Unk,No,Unk,No,Unk,No,Unk,No,Unk,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,No,Typical,No,Good,No,No,No,"Group size = 12 marked penned caribou females, 2 calves from last year (1 female and 1 male), and the newly marked calves of this year. Marked animals = 12 marked females + 1 marked last year calf and 1 unmarked last year calf, and the new calves.",No,No comment,No,No comment,No,No comment,No,No comment,Yes,No comment,Yes,No comment,No,No comment,"Group size = 12 marked penned caribou females, 2 calves from last year (1 female and 1 male), and the newly marked calves of this year. Marked animals = 12 marked females + 1 marked last year calf and 1 unmarked last year calf, and the new calves."
1083,C438S,2019-05-20,NA,2019 Animal Capture - Radio Collaring,Klinse-Za,1700,1730,"Matt Erickson, Julian Napoleon, Tammie Windsor, Starr G",Rochfort pen,NAD83,NA,NA,10,514247,6201369,M-RATA,3,M,< 1yr,1.5 DAYS,Actual,NA,0,0,KLI19MAY,HD, Chase time was 1 min.,CE,VHF,ATS,ATS-103136-06-VHF,3,Purple,Right,NA,NA,NA,149.391,,C343S,148.98,,,KLI19MAY,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,,NA,,NA,,Brown,,Good,,No,,,No,,No,,No,,No,,Yes,,Yes,,No,,
1084,C444K,2019-05-26,NA,2019 Animal Capture - Radio Collaring,Klinse-Za,1410,1450,"Matt Erickson, Mariah Mueller, Starr G, Julian Napoleon",Rochfort Pen,NAD83,NA,NA,10,514247,6201369,M-RATA,9,M,< 1yr,1.5 DAYS,Estimate,NA,0,,KLI19MAY,HD,Quick chase (about 1 min).,CE,VHF,ATS,ATS-103136-03-VHF,9,Purple,Left,NA,NA,NA,149.202,,C338K,148.06,,,KLI19MAY,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,Brown,,Good,,No,,,No,,No,,No,,No,,Yes,,Yes,,No,,
1085,C446K,2019-05-28,NA,2019 Animal Capture - Radio Collaring,Klinse-Za,1900,1945,"Matt Erickson, Mariah Mueller, Ryan Desjarlais, Rocky Desjarlais",Rochfort Pen,NAD83,NA,NA,10,514247,6201369,M-RATA,11,M,< 1yr,2 DAYS,Estimate,NA,0,,KLI19MAY,HD,Calf located near mining road bisecting the pen. Quick chase  ( about 20 seconds.) Rocky captured calf. Quick processing (about 2 minutes) and calf was released. Calf remained hidden in thick sub-alpine fir. ME moved the calf onto road. Crew backed away.,CE,VHF,ATS,ATS-103136-02-VHF,11,Purple,Left,NA,NA,NA,148.891,,C432K,148.18,,,KLI19MAY,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,Brown,,Good,,No,,,No,,No,,No,,No,,Yes,,Yes,biopsy,No,,
1086,C447K,2019-05-29,NA,2019 Animal Capture - Radio Collaring,Klinse-Za,915,945,"Matt Erickson, Rocky Desjarlais, Ryan Desjarlais, Mariah Mueller",Rochfort Pen,NAD83,NA,NA,10,514247,6201369,M-RATA,12,M,< 1yr,2-2.5 DAYS,Estimate,NA,0,,KLI19MAY,HD,Short chase of about 40 sec. Handling time of about 3 min.,CE,VHF,ATS,ATS-103136-07-VHF,12,Purple,Left,NA,NA,NA,149.441,,C341K,148.95,,,KLI19MAY,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,Brown,,Good,,No,,,No,,No,,No,,No,,Yes,,Yes,biopsy,No,,
1087,C445K,2019-05-26,NA,2019 Animal Capture - Radio Collaring,Klinse-Za,1515,1550,"Matt Erickson, Mariah Mueller, Starr G, Julian Napoleon",Rochfort Pen,NAD83,NA,NA,10,514247,6201369,M-RATA,10,F,< 1yr,3 DAYS,Estimate,,0,,KLI19MAY,HD,"Long chase (about 3 min.) Calf mobility much higher than expected. ME chased and was outrun, calf managed to get by JN and SG. MM caught calf in feed meadow. Processing was quick and calf moved into timber with cow quickly after release.",CE,VHF,ATS,ATS-85750-20-VHF,10,Purple,Left,NA,NA,NA,149.173,,C369K,149.22,,,KLI19MAY,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,Brown,,Good,,No,,,No,,No,,No,,No,,Yes,,Yes,,No,,
1088,C443S,2019-05-23,NA,2019 Animal Capture - Radio Collaring,Klinse-Za,1700,1730,"Matt Erickson, Tammie Windsor, Starr G, Julian Napoleon",Rochfort Pen,NAD83,NA,NA,10,514247,6201369,M-RATA,8,M,< 1yr,1.5 DAYS,Estimate,NA,0,,KLI19MAY,HD,Chase time: 5 seconds.,CE,VHF,ATS,ATS-103136-01-VHF,8,Purple,Right,NA,NA,NA,148.574,,C349S,149.76,,,KLI19MAY,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,Brown,,Good,,No,,,No,,No,,No,,No,,Yes,,Yes,,No,,
1089,C442K,2019-05-23,NA,2019 Animal Capture - Radio Collaring,Klinse-Za,1600,1630,"Matt Erickson, Tammie Windsor, Starr G, Julian Napoleon",Rochfort Pen,NAD83,NA,NA,10,514247,6201369,M-RATA,7,M,< 1yr,1.5 DAYS,Estimate,NA,0,,KLI19MAY,HD,Very quick chase and handling time.,CE,VHF,ATS,ATS-103136-05-VHF,7,Purple,Left,NA,NA,NA,149.352,,C355K,148,,,KLI19MAY,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,Brown,,Good,,No,,,No,,No,,No,,No,,Yes,,No,,No,,
1090,C441K,2019-05-23,NA,2019 Animal Capture - Radio Collaring,Klinse-Za,1500,1530,"Matt Erickson, Tammie Windsor, Starr G, Julian Napoleon",Rochfort Pen,NAD83,NA,NA,10,514247,6201369,M-RATA,6,F,< 1yr,1.5 DAYS,Estimate,NA,0,,KLI19MAY,HD,20 second chase.,CE,VHF,ATS,ATS-103136-08-VHF,6,Purple,Left,NA,NA,NA,149.484,,C356K,148.01,,,KLI19MAY,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,Brown,,Good,,No,,,No,,No,,No,,No,,Yes,,No,Fell on ground during capture and couldn't find.,No,,
1091,C440K,2019-05-22,NA,2019 Animal Capture - Radio Collaring,Klinse-Za,1030,1100,"Matt Erickson, Tammie Windsor, Starr G, Julian Napoleon",Rochfort Pen,NAD83,NA,NA,10,514247,6201369,M-RATA,5,F,< 1yr,1.5 DAYS,Estimate,NA,0,,KLI19MAY,HD,Quick chase: about 15 seconds.,CE,VHF,ATS,ATS-103136-04-VHF,5,Purple,Right,NA,NA,NA,149.214,,C429K,148.02,,,KLI19MAY,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,Brown,,Good,,No,,,No,,No,,No,,No,,Yes,,Yes,,No,,
1092,C439S,2019-05-20,NA,2019 Animal Capture - Radio Collaring,Klinse-Za,1745,1830,"Matt Erickson, Tammie Windsor, Starr G, Julian Napoleon",Rochfort Pen,NAD83,NA,NA,10,514247,6201369,M-RATA,4,F,< 1yr,2 DAYS,Estimate,NA,0,,KLI19MAY,HD,Longer chase time than usual.,CE,VHF,ATS,ATS-103136-13-VHF,4,Purple,Left,NA,NA,NA,149.664,,C317S,149,,,KLI19MAY,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,Brown,,Good,,No,,,No,,No,,No,,No,,Yes,,Yes,,No,,
1093,C437S,2019-05-14,NA,2019 Animal Capture - Radio Collaring,Klinse-Za,1400,1430,"Matt Erickson, Mariah Mueller, Rocky Desjarlais, Ryan Desjarlais",Rochfort Pen,NAD83,NA,NA,10,514247,6201369,M-RATA,2,F,< 1yr,2 DAYS,Estimate,NA,0,,KLI19MAY,HD,Chase time was 2 minutes: 20 seconds of intense chase.,CE,VHF,ATS,ATS-103136-10-VHF,2,Purple,Left,NA,NA,NA,149.504,,C348S,149.14,,,KLI19MAY,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,Brown,,Good,,No,,,No,,No,,No,,No,,Yes,,Yes,,No,,
1094,C436K,2019-05-14,NA,2019 Animal Capture - Radio Collaring,Klinse-Za,1200,1230,"Matt Erickson, Mariah Mueller, Rocky Desjarlais, Ryan Desjarlais",Rochfort Pen,NAD83,NA,NA,10,514247,6201369,M-RATA,1,F,< 1yr,1.5 DAYS,Estimate,NA,0,,KLI19MAY,HD,Short chase (12 seconds).,CE,VHF,ATS,ATS-95216-01-VHF,1,Purple,Left,NA,NA,NA,149.673,149.633,C430K,148.04,,,KLI19MAY,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,Brown,,Good,,No,,,No,,No,,No,,No,,Yes,,Yes,,No,,
998,M059O,2017-01-13,Unk,FWCP Moose - 2017 Captures,Omineca,Unk,1128,"Brad Culling, Brian Pate, Mac Culling, Zvonko Dancevic",Omineca R,NAD83,NA,NA,10,387270,6186829,M-ALAL,1,F,Adult,Unk,Estimate,NA,1,NA,NA,NG,NA,CT,GPS,Vectronic,VEC-14762-GPS,,Orange,Right,NA,NA,NA,151.94,,Unk,,,"Green Button, WLH ID (also on ear tag): 15-7287",NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,300-400kg range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unk,NA,Unk,NA,Unk,NA,"underbite = 0mm, Body condition is good",No,NA,Yes,Unk,Yes,NA,No,NA,Yes,NA,Yes,NA,No,NA,"underbite = 0mm, Body condition is good"
999,M060O,2017-01-13,Unk,FWCP Moose - 2017 Captures,Omineca,Unk,1228,"Brad Culling, Mac Culling, Brian Pate, Zvonko Dancevic",Omineca R,NAD83,NA,NA,10,377340,6186206,M-ALAL,1,F,Adult,Unk,Estimate,NA,0,NA,NA,NG,NA,CT,GPS,Vectronic,VEC-14320-GPS,,Pink,Right,NA,NA,NA,150.37,,Unk,,,"Yellow Button, WLH ID(also on ear tag): 15-7288",NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,300-400kg range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unk,NA,Unk,NA,Unk,NA,"underbite = -5mm, Body condition is good",No,NA,Yes,Unk,Yes,NA,No,NA,Yes,NA,Yes,NA,No,NA,"underbite = -5mm, Body condition is good"
1000,M061O,2017-01-13,Unk,FWCP Moose - 2017 Captures,Omineca,Unk,1352,"Brad Culling, Mac Culling, Brian Pate, Zvonko Dancevic",Omineca R,NAD83,NA,NA,10,373329,6185540,M-ALAL,1,F,Adult,Unk,Estimate,NA,0,NA,NA,NG,NA,CT,GPS,Vectronic,VEC-14309-GPS,,Green,Right,NA,NA,NA,150.09,,Unk,,,"Red Button, WLH ID(also on ear tag): 15-7289",NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,400-500kg range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unk,NA,Unk,NA,Unk,NA,"underbite = 0mm, Body condition is good",No,NA,Yes,Unk,Yes,NA,No,NA,Yes,NA,Yes,NA,No,NA,"underbite = 0mm, Body condition is good"
1001,M062O,2017-01-13,Unk,FWCP Moose - 2017 Captures,Omineca,Unk,1419,"Brad Culling, Mac Culling, Brian Pate, Zvonko Dancevic",Omineca R,NAD83,NA,NA,10,366160,6185197,M-ALAL,1,F,Adult,Unk,Estimate,NA,0,NA,NA,NG,NA,CT,GPS,Vectronic,VEC-14763-GPS,,Blue,Right,NA,NA,NA,151.95,,Unk,,,"Pink Button, WLH ID (also on ear tag): 15-7290",NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,300-400kg range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unk,NA,Unk,NA,Unk,NA,"Underbite = 0mm, Body condition is good",No,NA,Yes,Unk,Yes,NA,No,NA,Yes,NA,Yes,NA,No,NA,"Underbite = 0mm, Body condition is good"
1002,M063O,2017-01-13,Unk,FWCP Moose - 2017 Captures,Omineca,Unk,1510,"Brad Culling, Mac Culling, Brian Pate, Zvonko Dancevic",Omineca R,NAD83,NA,NA,10,375274,6185686,M-ALAL,1,F,Adult,Unk,Estimate,NA,0,NA,NA,NG,NA,CT,GPS,Vectronic,VEC-14760-GPS,,Red,Right,NA,NA,NA,151.92,,Unk,,,"Green Button, WLH ID (also on ear tag): 15-7291",NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,300-400kg range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unk,NA,Unk,NA,Unk,NA,"Underbite = +5mm, Body condition is good",No,NA,Yes,Unk,Yes,NA,No,NA,Yes,NA,Yes,NA,No,NA,"Underbite = +5mm, Body condition is good"
1003,M064O,2017-01-14,Unk,FWCP Moose - 2017 Captures,Omineca,Unk,930,"Brad Culling, Mac Culling, Brian Pate, Zvonko Dancevic",Omineca R,NAD83,NA,NA,10,381523,6187046,M-ALAL,1,F,Adult,Unk,Estimate,NA,0,NA,NA,NG,NA,CT,GPS,Vectronic,VEC-14757-GPS,,Yellow,Right,NA,NA,NA,151.89,,Unk,,,"Blue Button, WLH ID (also on ear tag): 15-7292",NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,300-400kg range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unk,NA,Unk,NA,Unk,NA,"Underbite = -5mm, Body condition is good",No,NA,Yes,Unk,Yes,NA,No,NA,Yes,NA,Yes,NA,No,NA,"Underbite = -5mm, Body condition is good"
1004,M065O,2017-01-14,Unk,FWCP Moose - 2017 Captures,Omineca,Unk,1018,"Brad Culling, Mac Culling, Brian Pate, Zvonko Dancevic",Omineca R,NAD83,NA,NA,10,378916,6186187,M-ALAL,1,F,Adult,Unk,Estimate,NA,0,NA,NA,NG,NA,CT,GPS,Vectronic,VEC-14756-GPS,,Orange,Right,NA,NA,NA,151.88,,Unk,,,"Pink Button, WLH ID (also on ear tag): 15-7293",NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,300-400kg range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unk,NA,Unk,NA,Unk,NA,"Underbite = 0mm, Body condition is good",No,NA,Yes,Unk,Yes,NA,No,NA,Yes,NA,Yes,NA,No,NA,"Underbite = 0mm, Body condition is good"
1005,M066O,2017-01-14,Unk,FWCP Moose - 2017 Captures,Omineca,Unk,1053,"Brad Culling, Mac Culling, Brian Pate, Zvonko Dancevic",Omineca R,NAD83,NA,NA,10,373299,6185438,M-ALAL,1,F,Adult - Young,Unk,Estimate,NA,0,NA,NA,NG,NA,CT,GPS,Vectronic,VEC-14758-GPS,,Pink,Right,NA,NA,NA,151.9,,Unk,,,"Yellow Button, WLH ID (also on ear tag): 15-7294",NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,300-400kg range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unk,NA,Unk,NA,Unk,NA,"chewed up left hind quarter (several weeks old), underbite = 0mm, Body condition is fair",No,NA,Yes,Unk,Yes,NA,No,NA,Yes,NA,Yes,NA,No,NA,"chewed up left hind quarter (several weeks old), underbite = 0mm, Body condition is fair"
1006,M067O,2017-01-14,Unk,FWCP Moose - 2017 Captures,Omineca,Unk,1140,"Brad Culling, Mac Culling, Brian Pate, Zvonko Dancevic",Germansen River,NAD83,NA,NA,10,395841,6173831,M-ALAL,1,F,Adult,Unk,Estimate,NA,1,NA,NA,NG,NA,CT,GPS,Vectronic,VEC-14761-GPS,,Green,Right,NA,NA,NA,151.93,,Unk,,,"Blue Button, WLH ID (also on ear tag): 15-7295",NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,300-400kg range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unk,NA,Unk,NA,Unk,NA,"underbite = 0mm, Body condition is good",No,NA,Yes,Unk,Yes,NA,No,NA,Yes,NA,Yes,NA,No,NA,"underbite = 0mm, Body condition is good"
1007,M068O,2017-01-14,Unk,FWCP Moose - 2017 Captures,Omineca,Unk,1223,"Brad Culling, Mac Culling, Brian Pate, Zvonko Dancevic",Germansen River,NAD83,NA,NA,10,398545,6174575,M-ALAL,1,F,Adult,Unk,Estimate,NA,1,NA,NA,NG,NA,CT,GPS,Vectronic,VEC-14267-GPS,,Blue,Left,NA,NA,NA,148.87,,Unk,,,"Pink Button, WLH ID (also on ear tag:) 15-7296",NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,300-400kg range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unk,NA,Unk,NA,Unk,NA,"underbite = +5mm, Body condition is good",No,NA,Yes,Unk,Yes,NA,No,NA,Yes,NA,Yes,NA,No,NA,"underbite = +5mm, Body condition is good"
1008,M069O,2017-01-14,Unk,FWCP Moose - 2017 Captures,Omineca,Unk,1341,"Brad Culling, Mac Culling, Brian Pate, Zvonko Dancevic",Manson River,NAD83,NA,NA,10,430449,6149343,M-ALAL,1,F,Adult,Unk,Estimate,NA,0,NA,NA,NG,NA,CT,GPS,Vectronic,VEC-14759-GPS,,Red,Left,NA,NA,NA,151.91,,Unk,,,"Pink Button, WLH IS (also on ear tag): 15-7297",NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,300-400kg range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unk,NA,Unk,NA,Unk,NA,"underbite = 0mm, Body condition: good",No,NA,Yes,Unk,Yes,NA,No,NA,Yes,NA,Yes,NA,No,NA,"underbite = 0mm, Body condition: good"
1009,M070O,2017-01-14,Unk,FWCP Moose - 2017 Captures,Omineca,Unk,1511,"Brad Culling, Mac Culling, Brian Pate, Zvonko Dancevic",Manson River,NAD83,NA,NA,10,443853,6170036,M-ALAL,1,F,Adult,Unk,Estimate,NA,0,NA,NA,NG,NA,CT,GPS,Vectronic,VEC-14764-GPS,,Yellow,Left,NA,NA,NA,151.96,,Unk,,,"Green Button, WLH ID (also on ear tag): 15-7298",NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,300-400kg range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unk,NA,Unk,NA,Unk,NA,"Underbite = 0mm, Body condition is good",No,NA,Yes,Unk,Yes,NA,No,NA,Yes,NA,Yes,NA,No,NA,"Underbite = 0mm, Body condition is good"
